NameID	ContinentName	CountryName	UpperName	LowerName	Locality	ElevationDisplay	Coordinate Display	LatitudeDecimal	LongitudeDecimal	Description
29200505	South America	Ecuador	Azuay	Cuenca	Area Nacional de Recreación Cajas. Laguna Toreadora. Mostly Paramo with remnant Montane Wet Forest.	3800 m	02°46'S 079°13'W	-2,76666	-79,21666	Herb, 15 cm tall. Flowers yellow and purple.
29200505	South America	Ecuador	Azuay	Cuenca	Parque Nacional Cajas, km 28 redondel Cuenca-Molleturo. Sendero izquierdo Laguna Patoquinoas, páramo de pajonal y bosque de Polylepis.	3730 - 3800 m	"02°47'09""S 079°12'18""W - 02°46'58""S 079°12'43""W"	-2,7858333	-79,205	Hierba 0.6 m, brácteas con márgenes morados, flores amarillo-verdosas. Toda la planta con tricomas morados pegajosos.
29200505	South America	Ecuador	Azuay	Cuenca	Parque Nacional Cajas, km 30.3 Cuenca-Molleturo, sendero a Lagunas Burines, páramo de pajonal.	3900 - 3940 m	"02°47'22""S 079°12'55""W - 02°47'51""S 079°13'06""W"	-2,7894444	-79,2152778	"Hierba 0.5 m, tallos morados; hojas, brácteas y cáliz verdes con tintes morados. Corola amarillo con verde limón."
29200505	South America	Ecuador	Azuay	Cuenca	Parque Nacional Cajas km 32.1 Cuenca-Molleturo, Laguna Toreadora, sendero alrededor de la laguna.	3850 m	"02°46'46""S 079°13'18""W - 02°46'56""S 079°13'24""W"	-2,7794445	-79,2216667	Hierba sobre rocas, hasta 40 cm, hojas moradas con puntas verdes, densamente pubescentes, corola blanca en la base, rosado-morado en el ápice.
29200512	South America	Ecuador	Azuay	Cuenca	Area Nacional de Recreación Cajas. Collections made between La Laguna Llaviucu via dirt road to main highway from Cuenca. Mostly Paramo with remnant patches of Montane Wet Forest.	3100 - 3200 m	02°53'S 079°08'W	-2,88333	-79,13333	Terrestrial herb. Corolla and calyx purple.
29200512	South America	Ecuador	Azuay		Parque Nacional Cajas. Páramo de Soldados. Road Cuenca-San Joaquín-Soldados.  Above Soldados, off road within the Park, km 51.7. Burnt and regenerated páramo.	3680 - 3870 m	"02°53'01""S 079°18'31""W - 02°53'34""S 079°18'36""W"	-2,8836111	-79,3086111	Herb. Stems purple, leaves turning purple-maroon towards the apex. Flowers light violet.
29200512	South America	Ecuador	Azuay		Parque Nacional Cajas. Páramo de Soldados. Road Baños-Soldados-Chaucha, km 34.4. Burnt and grazed grass páramo and cushion plants on wet areas along creek.	3700 m	"02°54'06""S 079°15'40""W"	-2,90166	-79,26111	Herb. Stem, leaves, and bracts flushed with maroon. Flowers light purple at apex, white at base.
29200512	South America	Ecuador	Azuay		Parque Nacional Cajas, Road Cuenca-Sayausí-Molleturo km 29. 5 x 5 m plot. Grass páramo, burned and regenerated. Specimens preserved in 70% alcohol before drying.	3800 m	"02°47'28""S 079°12'06""W"	-2,7911111	-79,2016667	Herb tinted with violet-brown, flowers violet.
29200512	South America	Ecuador	Azuay	Cuenca	Parque Nacional Cajas, km 28 redondel Cuenca-Molleturo. Sendero Laguna Patoquinoas, páramo de pajonal y bosque de Polylepis.	3730 m	"02°47'09""S 079°12'18""W"	-2,7858333	-79,205	Hierba 15 cm, con tonos morados, flores lilas.
29200512	South America	Ecuador	Azuay	Cuenca	"Parque Nacional Cajas, km 35.7 redondel Cuenca-Molleturo, en el paso, sendero Paragüillas; Páramo de pajonal hacia peñasco rocoso."	4100 - 4180 m	"02°46'39""S 079°14'30""W - 02°46'10""S 079°14'41""W"	-2,7775	-79,2416666	Hierba 12 cm, con tintes morados. Flores con labio blanco, el resto lila.
29200512	South America	Ecuador	Azuay		Parque Nacional de Cajas, east of pass. Polylepis incana and P. weberbauerii forest, with Berberis, Monnina, and Gynoxis. Polylepis trunks with mosses and lichens.	3780 m	02°42'S 079°16'W	-2,7	-79,26666	Herb. Upper leaves dusty blue. Corolla blue.
29200512	South America	Ecuador	Azuay		Parque Nacional Cajas, Laguna Toreadora.	3950 m	"02°46'59""S 079°13'26""W"	-2,783	-79,2239167	Hierba 10 cm.
3500102	South America	Ecuador	Azuay		Parque Nacional Cajas. Road Cuenca-Sayausí-Molleturo, km 17.4.	3195 - 3330 m	"02°49'14""S 079°08'49""W"	-2,82055	-79,14694	Shrub 1 m. Fruits black. Silica gel sample.
3500102	South America	Ecuador	Azuay	Cuenca	Parque Nacional Cajas, km 28 redondel Cuenca-Molleturo. Sendero Laguna Patoquinoas, páramo de pajonal y bosque de Polylepis.	3730 m	"02°47'09""S 079°12'18""W"	-2,7858333	-79,205	Arbusto 3 m, flores amarillas, frutos jóvenes verdes con rojizo.
3500102	South America	Ecuador	Azuay		Carretera Cuenca-Sayausi, Area de recreación Cajas, Guabidula	3400 - 3500 m				
3500102	South America	Ecuador	Azuay		Cuenca - Molleturo road ca 5 km W of pass in Las Cajas. Polylepis forest.	3700 m	02°49'S 079°16'W	-2,81666	-79,26666	In grassed area, somewhat bitten by cattle
3500102	South America	Ecuador	Azuay		Parque Nacional de Cajas, east of pass. Polylepis incana and P. weberbauerii forest, with Berberis, Monnina, and Gynoxis. Polylepis trunks with mosses and lichens.	3780 m	02°42'S 079°16'W	-2,7	-79,26666	Shrub 2.5 m high. Tepals orange.
3500102	South America	Ecuador			"Area Nacional Recrecional Cajas; Sector Llaviuco."	3450 - 3550 m	02°50'S 079°20'W	-2,8333333	-79,3333333	Arbusto.
3500102	South America	Ecuador	Azuay		Carretera Cuenca-Sayausi-Area de Receración Cajas, Guabdula a 18 km de Cuenca.	3400 - 3500 m				Arbusto de 1 m flores amarillas.
3500102	South America	Ecuador	Azuay		Area Nacional de Recreación Cajas, colecciones desde el Paso hasta Migüir	4100 - 3500 m				
3500102	South America	Ecuador	Azuay		Carretera San Joaquín-Soldados	2900 m				
3500102	South America	Ecuador	Azuay		Carretera Cuenca-Sayausid-Area de Recreación Cajas	3050 m				
3500102	South America	Ecuador			Páramo de Cajas	3650 m				
3500102	South America	Ecuador	Azuay		Carretero Cuenca - Sallausí. Colecciones al borde del carretero.  Area de Recreación Cajas, Parque Nacional Cajas.	3400 m				"Arbusto de 2m; corola amarillenta."
1200216	South America	Ecuador	Azuay		Around Laguna Toreadora in Parque Nacional de Cajas, c. 35 km WNW of Cuenca. Polylepis forest and grass paramo.	3950 m	02°46'S 079°13'W	-2,76666	-79,21666	Erect, 40-60 cm tall. Sepals externally deep red, internally light yellow. Petals with light yellow nail and green claw, externally with red midrib distally, internally spotted dark purple.
1200216	South America	Ecuador	Azuay	Cuenca	Parque Nacional Cajas, km 30.3 Cuenca-Molleturo, sendero a Lagunas Burines, páramo de pajonal.	3900 - 3940 m	"02°47'22""S 079°12'55""W - 02°47'51""S 079°13'06""W"	-2,7894444	-79,2152778	Hierba 0.7 m. Parte apical nutante. Flores colgantes. Hojas blanco pubescentes en la haz. Cáliz rojo-coral, tan largo con la corola. Pétalos amarillos con puntos morados por dentro, anteras verde-grises.
1200216	South America	Ecuador	Azuay		Parque Nacional Cajas, Laguna Toreadora.	3950 m	"02°46'59""S 079°13'26""W"	-2,783	-79,2239167	Hierba, envés blanquecino, corola rosado oscuro por fuera, anaranjado por dintro.
20300412	South America	Ecuador	Azuay		Carretera Cuenca-Sayausí-Parque Recreacional Cajas-El paso- Mig ir- Naranjal. Colecciones entre Mig ir y El Paso.	3500 m	02°42'S 079°16'W	-2,7	-79,26666	
20300412	South America	Ecuador	Azuay		Carretera Sayausi-Quinoas-Area Recreacional Cajas. Colecciones en vegetacion de borde de carretera.	2720 - 3200 m	02°42'S 079°16'W	-2,7	-79,2666667	Arbusto de 1 m, caliz verde, corola roja.
20300412	South America	Ecuador	Azuay		Páramo de Las Cajas, W slope, c 1 km above Mihuir	2700 - 2900 m	02°42'S 079°16'W	-2,7	-79,26666	
20300412	South America	Ecuador	Azuay		Around Laguna Toreadora in Parque Nacional de Cajas, c. 35 km WNW of Cuenca. Polylepis forest and grass paramo.	3950 m	02°46'S 079°13'W	-2,76666	-79,21666	Shrub, ca 1 m tall. Calyx red. Corolla blackish violet.
20300412	South America	Ecuador	Azuay		From Soldados eastwards along the road until Hda. San Vicente (west of Cuenca). Patches of Polylepis-forest and hedges along road.	3200 - 3300 m	02°56'S 079°10'W	-2,93333	-79,16666	1 m high shrub.
20300412	South America	Ecuador	Azuay	Cuenca	Area Nacional de Recreación Cajas. Laguna Toreadora. Mostly paramo with remnant Montane Wet Forest.	3800 m	02°48'S 079°08'W	-2,8	-79,13333	Shrub, 1 m tall. Flowers red and purple.
20300412	South America	Ecuador	Azuay	Cuenca	Totorococha-Mazan valley, Area Nacional de Recreacion Cajas	3400 m	02°53'S 079°10'W	-2,88333	-79,16666	
20300412	South America	Ecuador	Azuay		Parque Nacional Cajas. Road Cuenca-Sayausí-Molleturo, beyond the pass. Km 47.8. Páramo vegetation.	3720 m	"02°47'56""S 079°18'17""W"	-2,79888	-79,30472	Shrub 1 m. Calyx dark red with white hairs. Corolla dark purple.
20300412	South America	Ecuador	Azuay		Parque Nacional Cajas. Páramo de Soldados. Road Cuenca-San Joaquín-Soldados.  Above Soldados, off road within the Park, km 51.7. Burnt and regenerated páramo.	3680 - 3870 m	"02°53'01""S 079°18'31""W - 02°53'34""S 079°18'36""W"	-2,8836111	-79,3086111	Shrub 0.5 m. Calyx dark red, sericeous. Corolla purple-black. Bracts dark red.
20300412	South America	Ecuador	Azuay		Road Chiquintad-Labrado. North side ending at the dam Presa Chanlud, km 26.9. Distured upper Andean forest and grass páramo.	3340 - 3520 m	"02°41'54""S 079°01'48""W - 02°40'57""S 079°02'03""W"	-2,6983333	-79,03	Shrub 1 m. Calyx dark red, strigose. Corolla purple-black, style dark red. Bracts dark red with green tip, strigose.
20300412	South America	Ecuador	Azuay	Cuenca	Parque Nacional Cajas, km 28 redondel Cuenca-Molleturo. Sendero Laguna Patoquinoas, páramo de pajonal y bosque de Polylepis.	3730 m	"02°47'09""S 079°12'18""W"	-2,7858333	-79,205	Arbusto 0.7 m, cáliz rojo-rosado, corola morado oscura.
20300412	South America	Ecuador	Azuay		Area de Receación Las Cajas, 6 km W of pass on Cuenca-Molleturo road. Polylepis forest with P. incana, P. sericea and Escallonia myrtilloides.	3800 m	02°40'S 079°23'W	-2,6666667	-79,3833333	Shrub, to 2 m. Calyx red, corolla very dark purple, almost black.
20300412	South America	Ecuador	Azuay		"Area Nacional Recreacional Cajas; Sector Llaviuco"	3450-3550 m	02°50'S 079°20'W	-2,83333	-79,33333	
20300412	South America	Ecuador	Azuay		Páramo de Cajas, Chuspipuñuna, matorral de Gynoxys	3440 m	"02°48'09""S 079°13'06""W"	-2,8025	-79,21833	arbusto 1.5 m, pétalos negros
20300412	South America	Ecuador	Azuay		Carretero Cuenca-Molleturo, Virgen del Cajas. Transecto desde la Virgen en dirección oeste.	3642 m	02°47'S 079°11'W	-2,78333	-79,18333	Arbusto 0.80 m, brácteas y cáliz rojo-rosado, pubescencia blanca, corola morado oscura.
20300412	South America	Ecuador	Azuay		Carretero Chiquintad-represa El Labrado, restos de bosque andino y páramo arbustivo, celda 12 (ID 4360).	3370 m	"02°44'39""S 079°01'29""W"	-2,74416	-79,02472	Arbusto 0.7 m, flores solitarias o ternadas, brácteas 3 pares (el exterior hojas reducidas), rosado-rojas, pubescentes, flores 4 ó 5 meras, cáliz rojo-rosado, corola morada, estilo rosado-rojo glabro, lóbulos apicales del ovario rojo rosados.
20300412	South America	Ecuador	Azuay		Carretero Chiquintad-Represa El Labrado, restos de bosque andino y páramo arbustivo, celda 14 (ID 4053) y Celda 16 (ID 3898).	3370 - 3390 m	"02°43'38""S 079°02'47""W - 02°44'05""S 079°02'15""W"	-2,72722	-79,04638	Arbusto 0.7 m, flores solitarias o tunadas, brácteas 3 pares (el exterior hojas reducidas), rosado-rojas, pubescentes, flores 4 ó 5 meras, cáliz rojo-rosado, corola morada, estilo rosado-rojo glabro, lóbulos apicales del ovario rojo rosados.
20300412	South America	Ecuador	Azuay		Carretero Chiquintad-Represa El Labrado, restos de bosque andino y páramo arbustivo, celda 14 (ID 4053) y Celda 16 (ID 3898).	3370 - 3390 m	"02°43'38""S 079°02'47""W - 02°44'05""S 079°02'15""W"	-2,72722	-79,04638	Arbusto 0.7 m, flores solitarias o ternadas, brácteas 3 pares (el exterior hojas reducidas), rosado-rojas, pubescentes, flores 4 ó 5 meras, cáliz rojo-rosado, corola morada, estilo rosado-rojo glabro, lóbulos apicales del ovario rojo rosados.
20300412	South America	Ecuador	Azuay		Carretero Chiquintad - Represa El Labrado, restos de bosque andino, plantaciones de pino y pastizales, celda 7 (ID 4515).	3020 m	"02°45'08""S 079°00'41""W"	-2,75222	-79,01138	Arbusto 0.7 m, flores solitarias o ternadas, brácteas 3 pares (el exterior hojas reducidas), rosado-rojas, pubescentes, flores 4 ó 5 meras, cáliz rojo-rosado, corola morada, estilo rosado-rojo glabro, lóbulos apicales del ovario rojo rosados.
20300412	South America	Ecuador	Azuay		Toreador betwenn Molletutro and Quinoa	3810 - 3930 m	02°47'S 079°17'W	-2,7833333	-79,2833333	
20300412	South America	Ecuador	Azuay		Chiquintad-Represa El Labrado.	2790 - 3425 m	"02°48'12""S 079°00'28""W - 02°43'44""S 079°04'25""W"	-2,8033889	-79,0078333	Arbusto 2 m, caliz rojo rosado, pétalos morados.
20300412	South America	Ecuador	Azuay		Parque Nacional Cajas, zona Llaviuco-Surocucho.	3106 m	"02°50'41""S 079°08'33""W"	-2,8446944	-79,1423889	Arbusto 2 m, cáliz rojo-rosado, pétalos morados.
20300412	South America	Ecuador	Azuay		Parque Nacional Cajas, Laguna La Toreadora.	3905 m	"02°46'59""S 079°13'29""W"	-2,7830556	-79,2247223	Arbusto 1 m, hipanto y brácteas rojo rosado, corola morada.
20300412	South America	Ecuador	Azuay		Parque Nacional Cajas, Laguna Toreadora.	3950 m	"02°46'59""S 079°13'26""W"	-2,783	-79,2239167	Corola morada, hipanto rojo-rosado.
25512876	South America	Ecuador	Azuay		Páramo de las Cajas W of Cuenca.	4000 - 4150 m	02°47'S 079°14'W	-2,78333	-79,23333	Dense tussocks. Leaves very brittle.
25512876	South America	Ecuador	Azuay		3-5 km W of pass at Las Cajas, W of Cuenca.	3800 - 4000 m	02°40'S 079°14'W	-2,66666	-79,23333	The only grass of significance under Polylepis forest.
25512876	South America	Ecuador	Azuay		Páramo de Soldados SW of Cuenca.	3700 - 3800 m	02°53'S 079°17'W	-2,88333	-79,28333	In swamp.
25512876	South America	Ecuador	Azuay		Páramo de las Cajas W of Cuenca.	4000 - 4150 m	02°47'S 079°14'W	-2,78333	-79,23333	
25512876	South America	Ecuador	Azuay		Paramo de Soldados.	3700 - 4000 m	02°53'S 079°18'W	-2,88333	-79,3	In pajonal, leaves longer then culms.
25512876	South America	Ecuador	Azuay		Paramo de Soldados.	3700 - 4000 m	02°53'S 079°18'W	-2,88333	-79,3	
25512876	South America	Ecuador	Azuay		Paramo de Soldados.	3700 - 4000 m	02°53'S 079°18'W	-2,88333	-79,3	
25512876	South America	Ecuador	Azuay		Totorococha-Masan valley, Area Nacional de Recreación Cajas	3900 m	02°53'S 079°10'W	-2,88333	-79,16666	
25512876	South America	Ecuador	Azuay	Cuenca	"Parque Nacional Cajas, km 35.7 redondel Cuenca-Molleturo, en el paso, sendero Paragüillas; Páramo de pajonal hacia peñasco rocoso."	4100 - 4180 m	"02°46'39""S 079°14'30""W - 02°46'10""S 079°14'41""W"	-2,7775	-79,2416666	Hierba dominante del páramo de pajonal, ca. 0.6 m, espiguillas moradas.
25512876	South America	Ecuador	Azuay	Cuenca	Parque Nacional Cajas, km 35 Cuenca-Molleturo, Centro de Información, Laguna Toreadora sendero oeste.	3880 - 3890 m	"02°46'56""S 079°13'26""W - 02°46'43""S 079°13'33""W"	-2,7822223	-79,2238889	Hierba grande, espigas pajizas, ejes morados.
25512876	South America	Ecuador	Azuay		Páramo de Cajas, app. 30 km. WNW. of Cuenca. Very wet bunchgrass páramo and shrub páramo. Noumerous patches of Polylepis forest	4000-4200 m	02°45'S 079°14'W	-2,75	-79,23333	
25512876	South America	Ecuador	Azuay		Par. de Soldados, along small side-road ca 19 km above Soldados.	3700 m	02°53'S 079°18'W	-2,8833333	-79,3	Moist paramo.
25512876	South America	Ecuador	Azuay		Par. de Soldados, along small side-road ca 19 km above Soldados.	3700 m	02°53'S 079°18'W	-2,88333	-79,3	Small tussocks in swamp
25512876	South America	Ecuador	Azuay		Cajas National Park, E flanks of Cerro Amarillo (4451 m a.s.l.), transition from the grass p·ramo of Calamagrostis intermedia and lower superp·ramo formed by shrubs of Loricaria spp. and cushions of Azorella aretioides, and Werneria humilis.	4300 m	01°27'S 078°27'W	-1,45	-78,45	
25512876	South America	Ecuador	Azuay		Cajas National Park, E flanks of Cerro Amarillo (4451 m a.s.l.), transition from the grass p·ramo of Calamagrostis intermedia and lower superp·ramo formed by shrubs of Loricaria spp. and cushions of Azorella aretioides, and Werneria humilis.	4240-4300 m	01°45'S 078°27'W	-1,75	-78,45	
25512876	South America	Ecuador	Azuay		Páramo de Las Cajas, E slope.	3800 m	"02°11'10""S 079°16'00""W"	-2,186	-79,2667	
25512876	South America	Ecuador	Azuay		Páramo de Las Cajas, E slope.	3800 m	"02°11'10""S 079°16'00""W"	-2,186	-79,2667	Tufted.
26200245	South America	Ecuador	Azuay		Parque Nacional Cajas. Road Cuenca-Sayausí-Molleturo, km 38.4. From the pass to the top of ridge north of pass. Páramo vegetation.	4110 - 4350 m	"02°46'38""S 079°14'09""W - 02°46'09""S 079°14'39""W"	-2,77722	-79,23583	Herb in rosette. Base of leaves pink. Bracts pink at base, green at apex. Flowers white with a light flush of lilac. Fruits pink at base, yellowish green at apex.
26200245	South America	Ecuador	Azuay		Cajas. Parque Nacional Cajas, Road Cuenca-Sayausí-Molleturo km 36. Trail to Paragüillas, at the pass. Grass páramo, disturbed, up to rocky and sandy ridge. Specimens preserved in 70% alcohol before drying.	4100 - 4440 m	"02°46'19""S 079°14'37""W - 02°45'35""S 079°14'46""W"	-2,77194	-79,24361	Acaulescent herb, rosette-forming base of leaves pink. Flowers white flushed with pink, anthers pink.
26200245	South America	Ecuador	Azuay	Cuenca	"Parque Nacional Cajas, km 35.7 redondel Cuenca-Molleturo, en el paso, sendero Paragüillas; Páramo de pajonal hacia peñasco rocoso."	4100 - 4180 m	"02°46'39""S 079°14'30""W - 02°46'10""S 079°14'41""W"	-2,7775	-79,2416666	Hierba acaulescente creciendo en arena, cáliz verde rojizo, corola lila páliado, frutos rojo-rosados. Bases de la hojas con tintes morados.
29200665	South America	Ecuador	Azuay	Cuenca	Parque Nacional Cajas km 32.1 Cuenca-Molleturo, Laguna Toreadora, sendero alrededor de la laguna.	3850 m	"02°46'46""S 079°13'18""W - 02°46'56""S 079°13'24""W"	-2,7794445	-79,2216667	Hierba 0.5 m, tricomas blancos, corola amarilla, cerrada.
4101583	South America	Ecuador	Azuay	Cuenca	Parque Nacional Cajas, km 35 Cuenca-Molleturo, Centro de Información, Laguna Toreadora sendero oeste.	3880 - 3890 m	"02°46'56""S 079°13'26""W - 02°46'43""S 079°13'33""W"	-2,7822223	-79,2238889	Hierba, 45 cm, envés de la hojas y cáliz morado-café, corola lila, frutos verdes con morado-café.
29202221	South America	Ecuador	Azuay	Cuenca	Area Nacional de Recreación Cajas. Laguna Toreadora and Virgen Machay. Mostly Paramo with remnant Montane Wet Forest.	4000 - 4400 m	02°46'S 079°13'W	-2,76666	-79,21666	Terrestrial herb. Corolla bright red.
